TypeofBreach,BreachLocation,Covered Entity Type,Location of Breached Information,Type of Breach,TypeofBreach (group),Individuals Affected,Status,State,Name of Covered Entity,Covered Entity Type (copy),Business Associate Present,Breach Submission Date
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,8000,Resolved,AZ,"Desert Healthcare Services, LLC",Healthcare Provider,No,6/11/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,534,Resolved,MO,Kansas City VAMC,Healthcare Provider,No,6/11/2019
Unauthorized Access,,Health Plan,Other,Unauthorized Access/Disclosure,Other,2000,Resolved,FL,"Sunshine State Health Plan, Inc.",Health Plan,Yes,6/7/2019
Unauthorized Access,,Healthcare Provider,Other,Unauthorized Access/Disclosure,Other,1100,Resolved,AZ,Kingman Healthcare Incorporated,Healthcare Provider,No,6/7/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,2500,Resolved,MN,Elim Care,Healthcare Provider,Yes,6/7/2019
Loss,,Healthcare Provider,Other,Loss,Other,2634,Resolved,MA,Worcester Eye Consultants,Healthcare Provider,Yes,6/7/2019
Unauthorized Access,Desktop Computer,Healthcare Provider,Desktop Computer,Unauthorized Access/Disclosure,Other,1980,Resolved,MD,CAPITOL CARDIOLOGY ASSOCIATES,Healthcare Provider,Yes,6/7/2019
Unauthorized Access,Desktop Computer,Healthcare Provider,Desktop Computer,Unauthorized Access/Disclosure,Other,1400,Resolved,MD,SOUTHERN MARYLAND MEDICAL GROUP LLC,Healthcare Provider,Yes,6/7/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,21513,Resolved,CA,Shingle Springs Health and Wellness Center,Healthcare Provider,No,6/5/2019
Hacking/IT Incident,Desktop Computer,Healthcare Provider,Desktop Computer,Hacking/IT Incident,Hacking/IT Incident,1200,Resolved,FL,Rosenbaum Dental Group,Healthcare Provider,No,6/4/2019
Unauthorized Access,Network Server,Health Plan,Network Server,Unauthorized Access/Disclosure,Other,863,Resolved,KY,Humana Inc,Health Plan,No,6/3/2019
Loss,Other Portable E-Device,Healthcare Provider,Other Portable Electronic Device,Loss,Other,719,Resolved,TX,City of Georgetown Fire Department,Healthcare Provider,No,5/31/2019
Theft,Network Server,Healthcare Provider,Network Server,Theft,Other,800,Resolved,TX,Sunshine Family Dentistry,Healthcare Provider,No,5/27/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,10970,Resolved,GA,Monroe County Hospital,Healthcare Provider,No,5/25/2019
Hacking/IT Incident,Email,Business Associate,Email,Hacking/IT Incident,Hacking/IT Incident,667,Resolved,OR,"Huggins Insurance Services, Inc.",Business Associate,Yes,5/24/2019
Unauthorized Access,Email,Healthcare Provider,Email,Unauthorized Access/Disclosure,Other,2433,Resolved,OH,TriHealth Physician Practices,Healthcare Provider,No,5/24/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,1198,Resolved,MN,Northwestern Health Sciences University,Healthcare Provider,No,5/21/2019
Unauthorized Access,EMR,Healthcare Provider,Electronic Medical Record,Unauthorized Access/Disclosure,Other,917,Resolved,PA,Penn Medicine,Healthcare Provider,No,5/21/2019
Hacking/IT Incident,,Health Plan,Other,Hacking/IT Incident,Hacking/IT Incident,3720,Resolved,CT,Cigna,Health Plan,Yes,5/16/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,4450,Resolved,NC,Aeroflow Inc.,Healthcare Provider,No,5/16/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,1150,Resolved,IN,"Youth Opportunity Center, Inc.",Healthcare Provider,No,5/14/2019
Unauthorized Access,Paper/Films,Health Plan,Paper/Films,Unauthorized Access/Disclosure,Other,2404,Resolved,CA,"Health Net, LLC.",Health Plan,No,5/13/2019
Unauthorized Access,EMR,Healthcare Provider,"Desktop Computer, Electronic Medical Record",Unauthorized Access/Disclosure,Other,507,Resolved,CA,Encompass Family and internal medicine group,Healthcare Provider,No,5/13/2019
Unauthorized Access,Email,Healthcare Provider,"Electronic Medical Record, Email",Unauthorized Access/Disclosure,Other,604,Resolved,TX,Memorial Hermann Health System,Healthcare Provider,No,5/13/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,8010,Resolved,IL,Midwest Medical Center,Healthcare Provider,Yes,5/10/2019
Unauthorized Access,Network Server,Healthcare Provider,"Network Server, Other",Unauthorized Access/Disclosure,Other,3300,Resolved,TX,University Medical Center Physicians,Healthcare Provider,No,5/10/2019
Theft,Paper/Films,Healthcare Provider,"Laptop, Other Portable Electronic Device, Paper/Films",Theft,Other,3578,Resolved,CT,United Seating and Mobility LLC dba Numotion,Healthcare Provider,No,5/9/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,19000,Resolved,WI,"Fort HealthCare, Inc.",Healthcare Provider,Yes,5/8/2019
Loss,Paper/Films,Healthcare Provider,Paper/Films,Loss,Other,1893,Resolved,WA,Bloodworks Northwest,Healthcare Provider,No,5/8/2019
Unauthorized Access,Email,Healthcare Provider,Email,Unauthorized Access/Disclosure,Other,3784,Resolved,CA,"American Indian Health & Services, Inc.",Healthcare Provider,No,5/6/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,3600,Resolved,IN,"Community Health Network, Inc.",Healthcare Provider,No,5/6/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,4300,Resolved,TX,"American Medical Response, Inc.",Healthcare Provider,Yes,5/6/2019
Hacking/IT Incident,Email,Business Associate,Email,Hacking/IT Incident,Hacking/IT Incident,662,Resolved,CA,"Verity Health System of California, Inc.",Business Associate,Yes,5/3/2019
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,1228,Resolved,TX,Kelsey Research Foundation,Business Associate,Yes,5/3/2019
Theft,Desktop Computer,Healthcare Provider,Desktop Computer,Theft,Other,4246,Resolved,,"Inspira Behavioral Care, Corp",Healthcare Provider,No,5/2/2019
Unauthorized Access,,Healthcare Provider,Other,Unauthorized Access/Disclosure,Other,930,Resolved,TX,AA OBGYN PLLC,Healthcare Provider,No,4/30/2019
Unauthorized Access,,Health Plan,Other,Unauthorized Access/Disclosure,Other,757,Resolved,FL,The City of Fort Lauderdale,Health Plan,No,4/29/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,3048,Resolved,OR,Partners In Care,Healthcare Provider,No,4/26/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,8591,Resolved,DE,"Medical Oncology Hematology Consultants, PA",Healthcare Provider,No,4/26/2019
Unauthorized Access,Email,Health Plan,Email,Unauthorized Access/Disclosure,Other,7000,Resolved,WA,Area Agency on Aging and Disabilities of Southwest Washington,Health Plan,No,4/22/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,31236,Resolved,FL,"EmCare, Inc.",Healthcare Provider,No,4/20/2019
Hacking/IT Incident,Network Server,Health Plan,Network Server,Hacking/IT Incident,Hacking/IT Incident,3193,Resolved,ID,"Bodybuilding.com LLC, operated by Vitalize, LLC (“Vitalize, LLC”)",Health Plan,No,4/19/2019
Unauthorized Access,,Health Plan,Other,Unauthorized Access/Disclosure,Other,6045,Resolved,ID,"Blue Cross of Idaho Health Service, Inc.",Health Plan,No,4/19/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,3673,Resolved,PA,"Partners For Quality, Inc.",Healthcare Provider,No,4/19/2019
Theft,Paper/Films,Healthcare Provider,"Desktop Computer, Electronic Medical Record, Paper/Films",Theft,Other,27000,Resolved,AL,"KIM P. KORNEGAY, DMD",Healthcare Provider,No,4/19/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,5500,Resolved,CA,AltaMed Health Services Corporation,Healthcare Provider,Yes,4/18/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,3400,Resolved,CA,Gary W Peer MD,Healthcare Provider,No,4/18/2019
Unauthorized Access,Email,Healthcare Provider,"Desktop Computer, Email",Unauthorized Access/Disclosure,Other,1436,Resolved,LA,Madison Parish Hospital Service District,Healthcare Provider,No,4/18/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,2691,Resolved,TN,Alana Healthcare,Healthcare Provider,No,4/18/2019
Hacking/IT Incident,Email,Business Associate,Email,Hacking/IT Incident,Hacking/IT Incident,4216,Resolved,IL,Delta Dental of Illinois,Business Associate,Yes,4/17/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,197661,Resolved,CA,"Centrelake Medical Group, Inc.",Healthcare Provider,No,4/16/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,5064,Resolved,CA,Gardner Family Health Network,Healthcare Provider,No,4/16/2019
Theft,Laptop,Healthcare Provider,Laptop,Theft,Other,810,Resolved,FL,"Tower Imaging, LLC",Healthcare Provider,No,4/16/2019
Improper Disposal,Paper/Films,Healthcare Provider,Paper/Films,Improper Disposal,Other,4556,Resolved,MN,Minnesota Eye Consultants,Healthcare Provider,No,4/16/2019
Loss,Paper/Films,Healthcare Provider,Paper/Films,Loss,Other,4000,Resolved,TX,"Mid-Cities Home Medical Delivery Service, LLC",Healthcare Provider,No,4/12/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,1026,Resolved,MN,Dakota County,Healthcare Provider,No,4/12/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,4882,Resolved,WV,Martinsburg VA Medical Center,Healthcare Provider,No,4/11/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,10263,Resolved,MN,Minnesota Department of Human Services,Healthcare Provider,No,4/9/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,1434,Resolved,TX,Weslaco Regional Rehabilitation Hospital,Healthcare Provider,No,4/8/2019
Unauthorized Access,Email,Healthcare Provider,Email,Unauthorized Access/Disclosure,Other,838,Resolved,OH,University Hospitals Rainbow Babies & Children's Hospital,Healthcare Provider,No,4/5/2019
Hacking/IT Incident,Desktop Computer,Healthcare Provider,Desktop Computer,Hacking/IT Incident,Hacking/IT Incident,3241,Resolved,CA,OB Pharmacy,Healthcare Provider,No,4/3/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,1911,Resolved,WA,"International Rehabilitative Sciences Inc., dba RS Medical",Healthcare Provider,No,4/1/2019
Unauthorized Access,Email,Healthcare Provider,Email,Unauthorized Access/Disclosure,Other,1719,Resolved,UT,"Myriad Genetic Laboratories, Inc.",Healthcare Provider,No,4/1/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,696,Resolved,SD,Regional Health Medical Clinic - Flormann Street,Healthcare Provider,No,4/1/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,67493,Resolved,MO,Burrell Behavioral Health,Healthcare Provider,Yes,3/29/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,23811,Resolved,SC,Palmetto Health,Healthcare Provider,No,3/29/2019
Hacking/IT Incident,Email,Business Associate,"Desktop Computer, Email",Hacking/IT Incident,Hacking/IT Incident,17531,Resolved,CT,"Women’s Health USA, Inc.",Business Associate,Yes,3/29/2019
Unauthorized Access,Paper/Films,Business Associate,Paper/Films,Unauthorized Access/Disclosure,Other,1191,Resolved,IA,"Amerigroup Iowa, Inc.",Business Associate,Yes,3/29/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,14305,Resolved,PA,Main Line Endoscopy Centers,Healthcare Provider,No,3/29/2019
Hacking/IT Incident,EMR,Healthcare Provider,"Electronic Medical Record, Network Server",Hacking/IT Incident,Hacking/IT Incident,12542,Resolved,MI,"David E. Beneson, DPM",Healthcare Provider,No,3/29/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,902,Resolved,NY,DePaul,Healthcare Provider,No,3/27/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,8193,Resolved,PA,"Northeast Philadelphia Vascular Surgeons, P.C.",Healthcare Provider,No,3/27/2019
Unauthorized Access,Paper/Films,Healthcare Provider,"Desktop Computer, Network Server, Paper/Films",Unauthorized Access/Disclosure,Other,7500,Resolved,AZ,Desert Valley Dental of Glendale,Healthcare Provider,No,3/26/2019
Theft,,Healthcare Provider,Other,Theft,Other,20000,Resolved,MS,"GULFPORT ANESTHESIA SERVICES, PA",Healthcare Provider,No,3/26/2019
Unauthorized Access,,Healthcare Provider,Other,Unauthorized Access/Disclosure,Other,1902,Resolved,MN,Mayo Clinic,Healthcare Provider,No,3/22/2019
Theft,Laptop,Health Plan,Laptop,Theft,Other,651,Resolved,OR,Providence Health Plan,Health Plan,Yes,3/19/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,277319,Resolved,PA,ZOLL Services LLC,Healthcare Provider,Yes,3/18/2019
Unauthorized Access,EMR,Healthcare Provider,Electronic Medical Record,Unauthorized Access/Disclosure,Other,1700,Resolved,FL,All Florida Orthopaedics,Healthcare Provider,No,3/14/2019
Unauthorized Access,Paper/Films,Health Plan,Paper/Films,Unauthorized Access/Disclosure,Other,3146,Resolved,AZ,Arizona Health Care Cost Containment System,Health Plan,No,3/11/2019
Unauthorized Access,,Healthcare Provider,Other,Unauthorized Access/Disclosure,Other,6314,Resolved,MA,Emerson Hospital,Healthcare Provider,Yes,3/8/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,14894,Resolved,CA,Verity Medical Foundation,Healthcare Provider,No,3/7/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,7678,Resolved,CA,"Covenant Care California, LLC, on behalf of relevant affiliated nursing facilities",Healthcare Provider,No,3/6/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,10465,Resolved,AZ,Maffi Clinics,Healthcare Provider,No,3/6/2019
Theft,Laptop,Business Associate,Laptop,Theft,Other,2088,Resolved,MA,"RSC Insurance Brokerage, Inc.",Business Associate,Yes,3/1/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,20420,Resolved,NC,Pasquotank-Camden Emergency Medical Service,Healthcare Provider,No,2/28/2019
Unauthorized Access,Network Server,Healthcare Provider,Network Server,Unauthorized Access/Disclosure,Other,44924,Resolved,IL,Rush University Medical Center,Healthcare Provider,Yes,2/28/2019
Hacking/IT Incident,Network Server,Health Plan,Network Server,Hacking/IT Incident,Hacking/IT Incident,1400,Resolved,WV,West Virginia Public Employees Insurance Agency,Health Plan,Yes,2/27/2019
Hacking/IT Incident,Network Server,Health Plan,Network Server,Hacking/IT Incident,Hacking/IT Incident,895,Resolved,CA,Molina Healthcare,Health Plan,Yes,2/22/2019
Hacking/IT Incident,Email,Healthcare Provider,"Desktop Computer, Electronic Medical Record, Email, Laptop",Hacking/IT Incident,Hacking/IT Incident,50000,Resolved,DE,"Delaware Guidance Services for Children and Youth, Inc.",Healthcare Provider,No,2/22/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,5590,Resolved,MI,Henry Ford Health System,Healthcare Provider,No,2/20/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,400000,Resolved,WA,Columbia Surgical Specialist of Spokane,Healthcare Provider,No,2/18/2019
Theft,Laptop,Business Associate,Laptop,Theft,Other,2763,Resolved,GA,"OneDigital/Digital Insurance, LLC",Business Associate,Yes,2/15/2019
Hacking/IT Incident,Network Server,Health Plan,Network Server,Hacking/IT Incident,Hacking/IT Incident,18416,Resolved,CA,California Physicians' Service d/b/a Blue Shield of California,Health Plan,Yes,2/15/2019
Unauthorized Access,Email,Business Associate,Email,Unauthorized Access/Disclosure,Other,3250,Resolved,FL,Kids Central Inc.,Business Associate,Yes,2/15/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,30642,Resolved,MS,Memorial Hospital at Gulfport,Healthcare Provider,No,2/15/2019
Hacking/IT Incident,Email,Health Plan,Email,Hacking/IT Incident,Hacking/IT Incident,1262,Resolved,MA,Blue Cross Blue Shield of Massachusetts,Health Plan,Yes,2/15/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,6000,Resolved,CA,AltaMed Health Services Corporation,Healthcare Provider,Yes,2/15/2019
Hacking/IT Incident,Network Server,Business Associate,Network Server,Hacking/IT Incident,Hacking/IT Incident,7300,Resolved,CA,"Sharecare Health Data Services, LLC",Business Associate,Yes,2/11/2019
Theft,Paper/Films,Healthcare Provider,Paper/Films,Theft,Other,1500,Resolved,TX,"Crawford Wellness Center, Inc",Healthcare Provider,No,2/11/2019
Unauthorized Access,EMR,Healthcare Provider,Electronic Medical Record,Unauthorized Access/Disclosure,Other,16440,Resolved,KY,"Kentucky Counseling Center, LLC",Healthcare Provider,No,2/11/2019
Unauthorized Access,Paper/Films,Healthcare Provider,Paper/Films,Unauthorized Access/Disclosure,Other,908,Resolved,IL,Rush University Medical Center,Healthcare Provider,No,2/11/2019
Hacking/IT Incident,Network Server,Healthcare Provider,Network Server,Hacking/IT Incident,Hacking/IT Incident,5524,Resolved,AZ,AZ Plastic Surgery Center,Healthcare Provider,No,2/8/2019
Hacking/IT Incident,Email,Healthcare Provider,Email,Hacking/IT Incident,Hacking/IT Incident,2143,Resolved,MN,"United Hospital District, Inc.",Healthcare Provider,No,2/4/2019
